% Module: Sweep, ID: c0p1t8p1cfm0
% Devices: DEV646
% Time: 2025/11/10 16:37:08
% Demod 1 Sample R, /dev646/demods/0/sample.R
% Demod 1 Sample X, /dev646/demods/0/sample.X
% Demod 1 Sample Y, /dev646/demods/0/sample.Y
% Frequency (Hz); Demod 1 Sample R  Amplitude (V); Demod 1 Sample X  Amplitude (V); Demod 1 Sample Y  Amplitude (V)
25017.96622940604; 0.0919639808606; -0.00221815181765; -0.0919372262918
25022.39227226545; 0.0920533246441; -0.00219896269417; -0.0920270565709
25026.81831512486; 0.0921484642745; -0.00217638971163; -0.0921227593811
25031.24435798427; 0.0922343152042; -0.00215799023305; -0.0922090666873
25035.67040084367; 0.0923238992246; -0.00213865456028; -0.0922991252651
25040.09644370308; 0.0924129956667; -0.00211397159565; -0.0923888136745
25044.52248656249; 0.0924930254222; -0.00209708748914; -0.0924692488118
25048.94852942189; 0.0925737137885; -0.00208103755489; -0.0925503201901
25053.3745722813; 0.0926553784963; -0.0020551965992; -0.0926325824493
25057.80061514071; 0.092737136902; -0.00203744310136; -0.092714752798
25062.22665800012; 0.092814967988; -0.00201975016843; -0.0927929894543
25066.65270085952; 0.0928923037701; -0.00200323927338; -0.0928707011502
25071.07874371893; 0.0929761444394; -0.00198764925543; -0.0929548959724
25075.50478657834; 0.0930540530623; -0.00197129069912; -0.0930331704518
25079.93082943774; 0.0931286007864; -0.00195948528523; -0.0931079840929
25084.35687229715; 0.0932021890187; -0.00194451496813; -0.0931819022097
25088.78291515656; 0.0932767288506; -0.00192307259641; -0.0932569028912
25093.20895801597; 0.093350700385; -0.00190835381935; -0.0933311922567
25097.63500087537; 0.0934163988033; -0.00189698225544; -0.0933971360573
25102.06104373478; 0.0934963372601; -0.00188353474505; -0.093477362917
25106.48708659419; 0.0935638293095; -0.00186620707675; -0.093545215945
25110.91312945359; 0.0936310173524; -0.00185601166151; -0.0936126200421
25115.339172313; 0.0937001701327; -0.00184002140784; -0.0936821018344
25119.76521517241; 0.0937644796892; -0.00182895605427; -0.0937466403192
25124.19125803182; 0.0938368802996; -0.00182156165073; -0.0938191985551
25128.61730089122; 0.0939050311651; -0.00181279563171; -0.0938875319204
25133.04334375063; 0.0939730224079; -0.00179924873302; -0.093955796226
25137.46938661004; 0.0940349349477; -0.00178855719309; -0.0940179241091
25141.89542946944; 0.0940932692394; -0.00177228823193; -0.0940765768435
25146.32147232885; 0.0941597913105; -0.00176718220434; -0.0941432066943
25150.74751518826; 0.0942259132671; -0.00175702827365; -0.0942095302114
25155.17355804766; 0.0942860407746; -0.00174305714788; -0.0942699275312
25159.59960090707; 0.0943389023754; -0.00173291906098; -0.0943229849662
25164.02564376648; 0.0944032817387; -0.00172747669247; -0.0943874749494
25168.45168662589; 0.094470905613; -0.00172205435757; -0.094455209153
25172.87772948529; 0.0945280972326; -0.00170845857125; -0.0945126570133
25177.3037723447; 0.0945835730687; -0.00169575138915; -0.0945683706197
25181.72981520411; 0.0946488662329; -0.00168986157609; -0.0946337796298
25186.15585806351; 0.0946924643603; -0.00168242806111; -0.0946775170906
25190.58190092292; 0.094748095347; -0.00167247171267; -0.0947333331529
25195.00794378233; 0.0948115329018; -0.00166761487611; -0.0947968661497
25199.43398664174; 0.0948668066452; -0.00165749819026; -0.0948523257638
25203.86002950114; 0.0949278708351; -0.00165289476474; -0.0949134795494
25208.28607236055; 0.0949758651883; -0.00164150736734; -0.0949616787016
25212.71211521996; 0.0950326832646; -0.0016369825191; -0.0950185833229
25217.13815807936; 0.0950905493719; -0.00162689156201; -0.0950766312176
25221.56420093877; 0.0951466729725; -0.0016191738754; -0.0951328946984
25225.99024379818; 0.0951941729558; -0.00161194445464; -0.0951805242674
25230.41628665759; 0.0952492115176; -0.0016051320001; -0.09523568578
